,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
1235,2019,20.5119712239,NV.IND.TOTL.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
1236,2020,20.4481887621,NV.IND.TOTL.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
1237,2021,20.1607209756,NV.IND.TOTL.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
1238,2016,13.6592291126,NV.IND.TOTL.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
1239,2017,14.6285477716,NV.IND.TOTL.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
1240,2018,14.3695188471,NV.IND.TOTL.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
1241,2019,14.2700509702,NV.IND.TOTL.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
1242,2020,15.9574740565,NV.IND.TOTL.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
1243,2021,10.9004585019,NV.IND.TOTL.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
1244,2016,26.7795650482,NV.IND.TOTL.ZS,CHL,Chile,Latin America & Caribbean ,High income,IBRD
1245,2017,27.3811560671,NV.IND.TOTL.ZS,CHL,Chile,Latin America & Caribbean ,High income,IBRD
1246,2018,27.861522774,NV.IND.TOTL.ZS,CHL,Chile,Latin America & Caribbean ,High income,IBRD
1247,2019,27.1959137923,NV.IND.TOTL.ZS,CHL,Chile,Latin America & Caribbean ,High income,IBRD
1248,2020,29.9604191897,NV.IND.TOTL.ZS,CHL,Chile,Latin America & Caribbean ,High income,IBRD
1249,2021,31.7485810278,NV.IND.TOTL.ZS,CHL,Chile,Latin America & Caribbean ,High income,IBRD
1250,2016,39.5806215023,NV.IND.TOTL.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
1251,2017,39.8516984492,NV.IND.TOTL.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
1252,2018,39.6870118234,NV.IND.TOTL.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
1253,2019,38.5874054561,NV.IND.TOTL.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
1254,2020,37.84278691,NV.IND.TOTL.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
1255,2021,39.4260685581,NV.IND.TOTL.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
1256,2016,27.6891623118,NV.IND.TOTL.ZS,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
1257,2017,26.8148589146,NV.IND.TOTL.ZS,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
1258,2018,26.8954667536,NV.IND.TOTL.ZS,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
1259,2019,25.9937098375,NV.IND.TOTL.ZS,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
1260,2020,23.7880725209,NV.IND.TOTL.ZS,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
1261,2021,25.0558066798,NV.IND.TOTL.ZS,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
1262,2016,9.8545180703,NV.IND.TOTL.ZS,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
1263,2017,9.137350096,NV.IND.TOTL.ZS,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
1264,2018,8.8767958646,NV.IND.TOTL.ZS,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
1265,2019,8.531000615,NV.IND.TOTL.ZS,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
1266,2020,8.0971414154,NV.IND.TOTL.ZS,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
1267,2021,8.1447178794,NV.IND.TOTL.ZS,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
1268,2016,41.161381629,NV.IND.TOTL.ZS,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
1269,2017,42.1917162229,NV.IND.TOTL.ZS,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
1270,2018,43.2552601072,NV.IND.TOTL.ZS,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
1271,2019,39.6519158402,NV.IND.TOTL.ZS,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
1272,2020,41.2135958863,NV.IND.TOTL.ZS,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
1273,2021,45.0882639541,NV.IND.TOTL.ZS,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
1274,2016,36.3817648757,NV.IND.TOTL.ZS,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
1275,2017,43.0304777638,NV.IND.TOTL.ZS,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
1276,2018,52.1048592745,NV.IND.TOTL.ZS,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
1277,2019,48.1699192737,NV.IND.TOTL.ZS,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
1278,2016,19.6500112825,NV.IND.TOTL.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
1279,2017,19.314539706,NV.IND.TOTL.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
1280,2018,19.5581432647,NV.IND.TOTL.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
1281,2019,19.2336569313,NV.IND.TOTL.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
1282,2020,20.1365271604,NV.IND.TOTL.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
1283,2021,20.5482895413,NV.IND.TOTL.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
1284,2016,19.0948250052,NV.IND.TOTL.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
1285,2017,20.463798877,NV.IND.TOTL.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
1286,2018,21.0205173032,NV.IND.TOTL.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
1287,2019,21.1872727204,NV.IND.TOTL.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
1288,2020,20.8569015548,NV.IND.TOTL.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
1289,2016,20.6338762931,NV.IND.TOTL.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
1290,2017,20.2443986627,NV.IND.TOTL.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
1291,2018,19.8773908325,NV.IND.TOTL.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
1292,2019,19.9527605956,NV.IND.TOTL.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
1293,2020,21.155323837,NV.IND.TOTL.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
1294,2021,20.5720704772,NV.IND.TOTL.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
1295,2016,22.942979096,NV.IND.TOTL.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
1296,2017,24.3559694789,NV.IND.TOTL.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
1297,2018,24.8775612194,NV.IND.TOTL.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
1298,2019,24.5494450246,NV.IND.TOTL.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
1299,2020,23.0186675609,NV.IND.TOTL.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
1300,2016,18.0212734416,NV.IND.TOTL.ZS,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
1301,2017,16.307777984,NV.IND.TOTL.ZS,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
1302,2018,18.1905613973,NV.IND.TOTL.ZS,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
1303,2019,16.7811985249,NV.IND.TOTL.ZS,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
1304,2020,15.0311973252,NV.IND.TOTL.ZS,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
1305,2016,10.8610918289,NV.IND.TOTL.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
1306,2017,11.3573240001,NV.IND.TOTL.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
1307,2018,12.1825011505,NV.IND.TOTL.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
1308,2019,12.8175122222,NV.IND.TOTL.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
1309,2020,12.6060867067,NV.IND.TOTL.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
1310,2021,12.8338507554,NV.IND.TOTL.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
1311,2016,33.4093272847,NV.IND.TOTL.ZS,CZE,Czechia,Europe & Central Asia,High income,Not classified
1312,2017,32.7082970128,NV.IND.TOTL.ZS,CZE,Czechia,Europe & Central Asia,High income,Not classified
1313,2018,31.7570311655,NV.IND.TOTL.ZS,CZE,Czechia,Europe & Central Asia,High income,Not classified
1314,2019,31.5166376874,NV.IND.TOTL.ZS,CZE,Czechia,Europe & Central Asia,High income,Not classified
1315,2020,30.7585873598,NV.IND.TOTL.ZS,CZE,Czechia,Europe & Central Asia,High income,Not classified
1316,2021,31.2065159284,NV.IND.TOTL.ZS,CZE,Czechia,Europe & Central Asia,High income,Not classified
1317,2016,20.6686168257,NV.IND.TOTL.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
1318,2017,20.7432378422,NV.IND.TOTL.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
1319,2018,20.8244932867,NV.IND.TOTL.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
1320,2019,21.1954037859,NV.IND.TOTL.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
1321,2020,21.1671064165,NV.IND.TOTL.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
1322,2021,20.2077663812,NV.IND.TOTL.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
1323,2016,11.3387071221,NV.IND.TOTL.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
1324,2017,12.4061244543,NV.IND.TOTL.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
1325,2018,13.9916053923,NV.IND.TOTL.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
1326,2019,14.610289494,NV.IND.TOTL.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
1327,2020,14.9292217165,NV.IND.TOTL.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
1328,2016,11.9917471173,NV.IND.TOTL.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
1329,2017,11.0723694956,NV.IND.TOTL.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
1330,2018,16.1501588912,NV.IND.TOTL.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
1331,2019,15.0803985101,NV.IND.TOTL.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
1332,2020,12.2295024167,NV.IND.TOTL.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
1333,2021,11.8194098441,NV.IND.TOTL.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
1334,2016,27.5780873614,NV.IND.TOTL.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
1335,2017,28.0687739986,NV.IND.TOTL.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
1336,2018,28.8112847763,NV.IND.TOTL.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
1337,2019,29.0773366472,NV.IND.TOTL.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
1338,2020,30.2824717136,NV.IND.TOTL.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
1339,2021,32.6621209275,NV.IND.TOTL.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
1340,2016,32.0230096159,NV.IND.TOTL.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
1341,2017,32.5235875609,NV.IND.TOTL.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
1342,2018,32.5426250875,NV.IND.TOTL.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
1343,2019,32.7023208799,NV.IND.TOTL.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
1344,2020,30.7257403995,NV.IND.TOTL.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
1345,2021,31.1735412209,NV.IND.TOTL.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
1346,2016,32.4559533476,NV.IND.TOTL.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
1347,2017,33.7507636888,NV.IND.TOTL.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
1348,2018,34.9633911921,NV.IND.TOTL.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
1349,2019,35.6234464832,NV.IND.TOTL.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
1350,2020,32.0091448978,NV.IND.TOTL.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
1351,2021,30.7912531093,NV.IND.TOTL.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
1352,2016,24.8348278709,NV.IND.TOTL.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
1353,2017,25.1714727339,NV.IND.TOTL.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
1354,2018,25.0755067571,NV.IND.TOTL.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
1355,2019,25.2299356128,NV.IND.TOTL.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
1356,2020,23.8089478674,NV.IND.TOTL.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
1357,2021,24.0477935368,NV.IND.TOTL.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
1358,2016,52.3302543283,NV.IND.TOTL.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
1359,2017,56.8622280929,NV.IND.TOTL.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
1360,2018,57.2950813328,NV.IND.TOTL.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
1361,2019,52.0754086309,NV.IND.TOTL.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
1362,2020,45.431381307,NV.IND.TOTL.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
1363,2021,51.3209545981,NV.IND.TOTL.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
1364,2016,24.0475383612,NV.IND.TOTL.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
1365,2017,23.9988866145,NV.IND.TOTL.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
1366,2018,24.0409400133,NV.IND.TOTL.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
1367,2019,22.9986705029,NV.IND.TOTL.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
1368,2020,22.6521017461,NV.IND.TOTL.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
1369,2021,22.7967660891,NV.IND.TOTL.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
1370,2016,35.3413357729,NV.IND.TOTL.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
1371,2017,33.8789757961,NV.IND.TOTL.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
1372,2018,33.252762841,NV.IND.TOTL.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
1373,2019,34.18379557,NV.IND.TOTL.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
1374,2020,31.3196273057,NV.IND.TOTL.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
1375,2021,32.9390369437,NV.IND.TOTL.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
1376,2016,21.9325682021,NV.IND.TOTL.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
1377,2017,23.58190618,NV.IND.TOTL.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
1378,2018,27.3057021409,NV.IND.TOTL.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
1379,2019,24.82236751,NV.IND.TOTL.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
1380,2020,23.1022948091,NV.IND.TOTL.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
1381,2021,21.8523421927,NV.IND.TOTL.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
1382,2016,15.6407065117,NV.IND.TOTL.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
1383,2017,17.320931371,NV.IND.TOTL.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
1384,2018,17.8936203059,NV.IND.TOTL.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
1385,2019,19.1663761628,NV.IND.TOTL.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
1386,2020,20.5431639916,NV.IND.TOTL.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
1387,2016,16.2026860305,NV.IND.TOTL.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
1388,2017,15.6940496694,NV.IND.TOTL.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
1389,2018,15.5373834704,NV.IND.TOTL.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
1390,2019,15.5857636531,NV.IND.TOTL.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
1391,2020,17.0340583091,NV.IND.TOTL.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
1392,2021,18.1030391838,NV.IND.TOTL.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
1393,2016,23.4973657352,NV.IND.TOTL.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
1394,2017,24.4006875798,NV.IND.TOTL.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
1395,2018,23.995579694,NV.IND.TOTL.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
1396,2019,23.8788919834,NV.IND.TOTL.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
1397,2020,24.03327801,NV.IND.TOTL.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
1398,2021,24.7728656487,NV.IND.TOTL.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
1399,2016,17.4341320488,NV.IND.TOTL.ZS,FRA,France,Europe & Central Asia,High income,Not classified
1400,2017,17.2411526517,NV.IND.TOTL.ZS,FRA,France,Europe & Central Asia,High income,Not classified
1401,2018,17.1883793296,NV.IND.TOTL.ZS,FRA,France,Europe & Central Asia,High income,Not classified
1402,2019,17.4246759667,NV.IND.TOTL.ZS,FRA,France,Europe & Central Asia,High income,Not classified
1403,2020,16.4450292245,NV.IND.TOTL.ZS,FRA,France,Europe & Central Asia,High income,Not classified
1404,2021,16.7805731643,NV.IND.TOTL.ZS,FRA,France,Europe & Central Asia,High income,Not classified
1405,2016,45.0378509049,NV.IND.TOTL.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
1406,2017,45.4673089938,NV.IND.TOTL.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
1407,2018,47.1270856239,NV.IND.TOTL.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
1408,2019,47.1827432269,NV.IND.TOTL.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
1409,2020,40.7291707206,NV.IND.TOTL.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
1410,2021,47.8324347183,NV.IND.TOTL.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
1411,2016,20.9355929615,NV.IND.TOTL.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
1412,2017,17.8927550196,NV.IND.TOTL.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
1413,2018,17.3104257989,NV.IND.TOTL.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
1414,2019,17.2826008332,NV.IND.TOTL.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
1415,2020,18.9711969808,NV.IND.TOTL.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
1416,2021,19.5187130425,NV.IND.TOTL.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
1417,2016,19.2554972653,NV.IND.TOTL.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
1418,2017,20.2143684252,NV.IND.TOTL.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
1419,2018,19.9177567411,NV.IND.TOTL.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
1420,2019,20.3125586295,NV.IND.TOTL.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
1421,2020,21.1775597589,NV.IND.TOTL.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
1422,2021,21.8179111358,NV.IND.TOTL.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
1423,2016,27.568506479,NV.IND.TOTL.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
1424,2017,27.4623220167,NV.IND.TOTL.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
1425,2018,27.3070733344,NV.IND.TOTL.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
1426,2019,27.00865159,NV.IND.TOTL.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
1427,2020,26.531732174,NV.IND.TOTL.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
1428,2021,26.6103365802,NV.IND.TOTL.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
1429,2016,27.6932549519,NV.IND.TOTL.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
1430,2017,29.9522173856,NV.IND.TOTL.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
1431,2018,31.1777440322,NV.IND.TOTL.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
1432,2019,31.1077240036,NV.IND.TOTL.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
1433,2020,29.8767542339,NV.IND.TOTL.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
1434,2021,28.264509059,NV.IND.TOTL.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
1435,2016,14.5320185357,NV.IND.TOTL.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
1436,2017,13.7286938837,NV.IND.TOTL.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
1437,2018,13.6284382518,NV.IND.TOTL.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
1438,2019,13.3280488701,NV.IND.TOTL.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
1439,2020,14.9974994621,NV.IND.TOTL.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
1440,2021,15.9457867537,NV.IND.TOTL.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
1441,2016,17.6874070578,NV.IND.TOTL.ZS,GRL,Greenland,Europe & Central Asia,High income,Not classified
1442,2017,17.0105529266,NV.IND.TOTL.ZS,GRL,Greenland,Europe & Central Asia,High income,Not classified
1443,2018,18.2130067734,NV.IND.TOTL.ZS,GRL,Greenland,Europe & Central Asia,High income,Not classified
1444,2019,17.3752153187,NV.IND.TOTL.ZS,GRL,Greenland,Europe & Central Asia,High income,Not classified
1445,2020,18.1488401678,NV.IND.TOTL.ZS,GRL,Greenland,Europe & Central Asia,High income,Not classified
1446,2016,12.1551895563,NV.IND.TOTL.ZS,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
1447,2017,12.7159195223,NV.IND.TOTL.ZS,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
1448,2018,13.4332192368,NV.IND.TOTL.ZS,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
1449,2019,13.6417603413,NV.IND.TOTL.ZS,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
1450,2020,13.0941143898,NV.IND.TOTL.ZS,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
1451,2021,14.6530365511,NV.IND.TOTL.ZS,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
